review_id,product_type,brand,rating,feedback_text,nmf_topic,nmf_topic_label,nmf_topic_confidence
EV1380,EV Car,Tata Nexon EV,4,The upfront price is high but government subsidy makes it affordable. For daily commute the range is fine but long trips are stressful because of low range.,7,"Topic 7: riding, low, smooth, level, impressively",0.07171085340309799
EV1381,EV Scooter,Hero Vida V1,4,Home charging setup was expensive and took weeks to install.,5,"Topic 5: battery disposal, disposal recycling, concerned, environmental impact, environmental",0.034397188509763525
EV1382,EV Scooter,Ola S1,3,"Resale value of electric vehicles is still uncertain, worried about depreciation. Battery replacement cost is almost half the price of the vehicle, very concerning.",0,"Topic 0: cost, replacement cost, replacement, price, battery",0.08491105431814135
EV1383,EV Car,Hyundai Kona,4,"Running cost is much lower than petrol, saving a lot on fuel every month.",9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.0516280875000597
EV1384,EV Scooter,Ola S1,3,Service center staff are not well trained to handle EV specific issues. Worried about battery degradation and replacement cost after warranty ends.,8,"Topic 8: service, service center, center, appointment long, center needed",0.21645781482859666
EV1385,EV Car,Tesla Model 3,4,"Braking system feels sharp and responsive, regenerative braking works well. Read reports about battery fires, safety is my biggest concern before buying.",2,"Topic 2: braking, system, work well, work, well",0.2597171213959478
EV1386,EV Scooter,Ather 450X,3,"Noise levels are impressively low, riding experience is very smooth and quiet.",7,"Topic 7: riding, low, smooth, level, impressively",0.3464796245824144
EV1387,EV Scooter,Ampere Magnus,5,Navigation system integrated with range prediction is genuinely useful. Concerned about environmental impact of battery disposal and recycling.,5,"Topic 5: battery disposal, disposal recycling, concerned, environmental impact, environmental",0.31128956994440216
EV1388,EV Car,Mahindra XUV400,3,"Customer support over phone is helpful and resolves issues quickly. Public chargers are often broken or occupied, need more charging stations urgently.",6,"Topic 6: app, keep, update, software update, need",0.07218786243335701
EV1389,EV Car,Tesla Model 3,3,The upfront price is high but government subsidy makes it affordable.,0,"Topic 0: cost, replacement cost, replacement, price, battery",0.05427867857583784
EV1390,EV Scooter,TVS iQube,5,"For daily commute the range is fine but long trips are stressful because of low range. Read reports about battery fires, safety is my biggest concern before buying.",7,"Topic 7: riding, low, smooth, level, impressively",0.06669647599133795
EV1391,EV Scooter,Ather 450X,3,"Love the app that shows nearby charging stations, very convenient feature.",6,"Topic 6: app, keep, update, software update, need",0.13873149475387614
EV1392,EV Car,BYD Atto 3,3,"Emergency braking and collision alert systems work really well in traffic. Range drops badly in winter, I lost almost 30% range in cold weather.",2,"Topic 2: braking, system, work well, work, well",0.22099594068998438
EV1393,EV Scooter,TVS iQube,4,"The vehicle has good crash test ratings which reassured my purchase decision. Over the air software updates are a great feature, keeps improving over time. Range anxiety is real, I plan every trip around charging stops now.",6,"Topic 6: app, keep, update, software update, need",0.10945759435435577
EV1394,EV Scooter,Hero Vida V1,4,Zero tailpipe emissions is the main reason I chose an electric vehicle. Software glitches caused the dashboard to freeze twice in a month.,9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.324550100477396
EV1395,EV Car,MG ZS EV,3,"Resale value of electric vehicles is still uncertain, worried about depreciation. Stability control on wet roads is impressive and inspires confidence.",7,"Topic 7: riding, low, smooth, level, impressively",0.18856007435816358
EV1396,EV Car,Hyundai Kona,5,Fast charging network needs serious expansion on highways.,6,"Topic 6: app, keep, update, software update, need",0.07512874314890193
EV1397,EV Car,Mahindra XUV400,4,Service center staff are not well trained to handle EV specific issues.,8,"Topic 8: service, service center, center, appointment long, center needed",0.2956903099765675
EV1398,EV Car,MG ZS EV,3,"Public chargers are often broken or occupied, need more charging stations urgently.",6,"Topic 6: app, keep, update, software update, need",0.09851726439195248
EV1399,EV Car,Tesla Model 3,4,Build materials feel sturdy but the design is a bit too plain compared to rivals.,8,"Topic 8: service, service center, center, appointment long, center needed",0.12733235366077575
EV1400,EV Car,MG ZS EV,3,Build materials feel sturdy but the design is a bit too plain compared to rivals.,8,"Topic 8: service, service center, center, appointment long, center needed",0.12733235366077575
EV1401,EV Scooter,TVS iQube,4,"Home charging setup was expensive and took weeks to install. Running cost is much lower than petrol, saving a lot on fuel every month.",9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.037435546854418834
EV1402,EV Car,Tata Nexon EV,4,Handling and stability at high speed feels very confident and safe. Compact size makes it easy to park and maneuver in city traffic.,0,"Topic 0: cost, replacement cost, replacement, price, battery",0.028378739888326055
EV1403,EV Scooter,Ather 450X,5,"Had a great experience with the service team, they explained everything clearly.",8,"Topic 8: service, service center, center, appointment long, center needed",0.10310956465082646
EV1404,EV Car,Tata Nexon EV,4,"Resale value of electric vehicles is still uncertain, worried about depreciation.",9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.015858813342786358
EV1405,EV Car,Tata Nexon EV,5,"Stability control on wet roads is impressive and inspires confidence. Range anxiety is real, I plan every trip around charging stops now.",7,"Topic 7: riding, low, smooth, level, impressively",0.18272163652818804
EV1406,EV Scooter,Ather 450X,4,Stability control on wet roads is impressive and inspires confidence.,7,"Topic 7: riding, low, smooth, level, impressively",0.25999823105925624
EV1407,EV Car,Tata Nexon EV,4,Finding a working charging station in my city is still very difficult.,6,"Topic 6: app, keep, update, software update, need",0.06122660181627624
EV1408,EV Car,MG ZS EV,4,Handling and stability at high speed feels very confident and safe.,7,"Topic 7: riding, low, smooth, level, impressively",0.042842528672923944
EV1409,EV Scooter,Ola S1,4,"The companion app keeps crashing, needs urgent software updates. The battery warranty of 100 years gives me confidence in long term reliability.",6,"Topic 6: app, keep, update, software update, need",0.29120888697959924
EV1410,EV Car,Mahindra XUV400,3,"Storage space under the seat is very limited, not practical for daily use.",4,"Topic 4: use, daily use, daily, dropped, within month",0.1489749552724736
EV1411,EV Car,Mahindra XUV400,4,Total cost of ownership is great once you factor in low maintenance and fuel savings.,7,"Topic 7: riding, low, smooth, level, impressively",0.05644573421802956
EV1412,EV Scooter,TVS iQube,5,"Concerned about environmental impact of battery disposal and recycling. For the price, I expected better build quality and more features.",5,"Topic 5: battery disposal, disposal recycling, concerned, environmental impact, environmental",0.30350421013819395
EV1413,EV Scooter,Ampere Magnus,2,"Spare parts availability is a major issue, waited a month for a replacement part.",9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.022143653435404812
EV1414,EV Car,Mahindra XUV400,4,"Emergency braking and collision alert systems work really well in traffic. AC usage kills the range, on hot days I barely get half the claimed distance.",2,"Topic 2: braking, system, work well, work, well",0.20914574833831076
EV1415,EV Scooter,Ampere Magnus,4,"Noise levels are impressively low, riding experience is very smooth and quiet.",7,"Topic 7: riding, low, smooth, level, impressively",0.3464796245824144
EV1416,EV Scooter,Ather 450X,5,"Range anxiety is real, I plan every trip around charging stops now.",9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.026957354754958095
EV1417,EV Car,Mahindra XUV400,3,Worried about battery degradation and replacement cost after warranty ends.,0,"Topic 0: cost, replacement cost, replacement, price, battery",0.10728248170323222
EV1418,EV Car,Tesla Model 3,3,Insurance premium for EV is surprisingly high compared to petrol vehicles.,7,"Topic 7: riding, low, smooth, level, impressively",0.02615054439024567
EV1419,EV Scooter,Ather 450X,4,Top speed is decent for city use but not enough for highway cruising. I'm always worried about running out of charge before reaching my destination.,4,"Topic 4: use, daily use, daily, dropped, within month",0.03325122996751615
EV1420,EV Car,Mahindra XUV400,4,"Range drops badly in winter, I lost almost 30% range in cold weather.",7,"Topic 7: riding, low, smooth, level, impressively",0.06257870840187371
EV1421,EV Car,MG ZS EV,4,"The companion app keeps crashing, needs urgent software updates.",6,"Topic 6: app, keep, update, software update, need",0.3913111625379394
EV1422,EV Scooter,Ampere Magnus,3,Worried about battery degradation and replacement cost after warranty ends. Acceleration is smooth and instant torque makes overtaking effortless.,0,"Topic 0: cost, replacement cost, replacement, price, battery",0.0772572711593458
EV1423,EV Car,BYD Atto 3,3,"Top speed is decent for city use but not enough for highway cruising. Highway charging stops are rare, long distance travel is a nightmare.",8,"Topic 8: service, service center, center, appointment long, center needed",0.04288448623659949
EV1424,EV Car,Hyundai Kona,4,"No proper information on how battery degrades over time, company should be transparent. Storage space under the seat is very limited, not practical for daily use.",4,"Topic 4: use, daily use, daily, dropped, within month",0.1205307086618869
EV1425,EV Scooter,Ather 450X,5,"Build materials feel sturdy but the design is a bit too plain compared to rivals. Waiting time for service appointment is too long, more service centers needed.",8,"Topic 8: service, service center, center, appointment long, center needed",0.3528795232257348
EV1426,EV Scooter,Ather 450X,3,Switching to EV feels good knowing I'm reducing my carbon footprint.,8,"Topic 8: service, service center, center, appointment long, center needed",0.0701157381403301
EV1427,EV Car,BYD Atto 3,4,Switching to EV feels good knowing I'm reducing my carbon footprint.,8,"Topic 8: service, service center, center, appointment long, center needed",0.0701157381403301
EV1428,EV Scooter,Ather 450X,4,"Suspension is too stiff, ride quality is uncomfortable on bad roads. Switching to EV feels good knowing I'm reducing my carbon footprint.",8,"Topic 8: service, service center, center, appointment long, center needed",0.049774279430325245
